entity,x,x_str,property,label
animal,6,110,HAS:plant,0
animal,6,110,HAS:animal,0
animal,6,110,HAS:tree,0
animal,6,110,HAS:flower,0
animal,6,110,HAS:bird,0
animal,6,110,HAS:fish,0
animal,6,110,HAS:pretty,0
animal,6,110,HAS:big,0
animal,6,110,HAS:living,0
animal,6,110,HAS:green,0
animal,6,110,HAS:red,0
animal,6,110,HAS:yellow,0
animal,6,110,HAS:tall,0
animal,6,110,HAS:grow,0
animal,6,110,HAS:move,0
animal,6,110,HAS:swim,0
animal,6,110,HAS:fly,0
animal,6,110,HAS:sing,0
animal,6,110,HAS:bark,0
animal,6,110,HAS:petals,0
animal,6,110,HAS:wings,0
animal,6,110,HAS:feathers,0
animal,6,110,HAS:scales,0
animal,6,110,HAS:gills,0
animal,6,110,HAS:roots,0
animal,6,110,HAS:skin,1
animal,6,110,HAS:leaves,0
tree,16,10000,ISA:living_thing,1
tree,16,10000,ISA:plant,1
tree,16,10000,ISA:animal,0
tree,16,10000,ISA:tree,1
tree,16,10000,ISA:flower,0
tree,16,10000,ISA:bird,0
tree,16,10000,ISA:fish,0
tree,16,10000,ISA:pretty,0
tree,16,10000,ISA:big,0
tree,16,10000,ISA:living,0
tree,16,10000,ISA:green,0
tree,16,10000,ISA:red,0
tree,16,10000,ISA:yellow,0
tree,16,10000,ISA:tall,0
tree,16,10000,ISA:grow,0
tree,16,10000,ISA:move,0
tree,16,10000,ISA:swim,0
tree,16,10000,ISA:fly,0
tree,16,10000,ISA:sing,0
tree,16,10000,ISA:bark,0
tree,16,10000,ISA:petals,0
tree,16,10000,ISA:wings,0
tree,16,10000,ISA:feathers,0
tree,16,10000,ISA:scales,0
tree,16,10000,ISA:gills,0
tree,16,10000,ISA:roots,0
tree,16,10000,ISA:skin,0
tree,16,10000,ISA:leaves,0
tree,16,10000,IS:living_thing,0
tree,16,10000,IS:plant,0
tree,16,10000,IS:animal,0
tree,16,10000,IS:tree,0
tree,16,10000,IS:flower,0
tree,16,10000,IS:bird,0
tree,16,10000,IS:fish,0
tree,16,10000,IS:pretty,0
tree,16,10000,IS:big,1
tree,16,10000,IS:living,1
tree,16,10000,IS:green,0
tree,16,10000,IS:red,0
tree,16,10000,IS:yellow,0
tree,16,10000,IS:tall,0
tree,16,10000,IS:grow,0
tree,16,10000,IS:move,0
tree,16,10000,IS:swim,0
tree,16,10000,IS:fly,0
tree,16,10000,IS:sing,0
tree,16,10000,IS:bark,0
tree,16,10000,IS:petals,0
tree,16,10000,IS:wings,0
tree,16,10000,IS:feathers,0
tree,16,10000,IS:scales,0
tree,16,10000,IS:gills,0
tree,16,10000,IS:roots,0
tree,16,10000,IS:skin,0
tree,16,10000,IS:leaves,0
tree,16,10000,CAN:living_thing,0
tree,16,10000,CAN:plant,0
tree,16,10000,CAN:animal,0
tree,16,10000,CAN:tree,0
tree,16,10000,CAN:flower,0
tree,16,10000,CAN:bird,0
tree,16,10000,CAN:fish,0
tree,16,10000,CAN:pretty,0
tree,16,10000,CAN:big,0
tree,16,10000,CAN:living,0
tree,16,10000,CAN:green,0
tree,16,10000,CAN:red,0
tree,16,10000,CAN:yellow,0
tree,16,10000,CAN:tall,0
tree,16,10000,CAN:grow,1
tree,16,10000,CAN:move,0
tree,16,10000,CAN:swim,0
tree,16,10000,CAN:fly,0
tree,16,10000,CAN:sing,0
tree,16,10000,CAN:bark,0
tree,16,10000,CAN:petals,0
tree,16,10000,CAN:wings,0
tree,16,10000,CAN:feathers,0
tree,16,10000,CAN:scales,0
tree,16,10000,CAN:gills,0
tree,16,10000,CAN:roots,0
tree,16,10000,CAN:skin,0
tree,16,10000,CAN:leaves,0
tree,16,10000,HAS:living_thing,0
tree,16,10000,HAS:plant,0
tree,16,10000,HAS:animal,0
tree,16,10000,HAS:tree,0
tree,16,10000,HAS:flower,0
tree,16,10000,HAS:bird,0
tree,16,10000,HAS:fish,0
tree,16,10000,HAS:pretty,0
tree,16,10000,HAS:big,0
tree,16,10000,HAS:living,0
tree,16,10000,HAS:green,0
tree,16,10000,HAS:red,0
tree,16,10000,HAS:yellow,0
tree,16,10000,HAS:tall,0
tree,16,10000,HAS:grow,0
tree,16,10000,HAS:move,0
tree,16,10000,HAS:swim,0
tree,16,10000,HAS:fly,0
tree,16,10000,HAS:sing,0
tree,16,10000,HAS:bark,1
tree,16,10000,HAS:petals,0
tree,16,10000,HAS:wings,0
tree,16,10000,HAS:feathers,0
tree,16,10000,HAS:scales,0
tree,16,10000,HAS:gills,0
tree,16,10000,HAS:roots,1
tree,16,10000,HAS:skin,0
tree,16,10000,HAS:leaves,0
flower,24,11000,ISA:living_thing,1
flower,24,11000,ISA:plant,1
flower,24,11000,ISA:animal,0
flower,24,11000,ISA:tree,0
flower,24,11000,ISA:flower,1
flower,24,11000,ISA:bird,0
flower,24,11000,ISA:fish,0
flower,24,11000,ISA:pretty,0
flower,24,11000,ISA:big,0
flower,24,11000,ISA:living,0
flower,24,11000,ISA:green,0
flower,24,11000,ISA:red,0
flower,24,11000,ISA:yellow,0
flower,24,11000,ISA:tall,0
flower,24,11000,ISA:grow,0
flower,24,11000,ISA:move,0
flower,24,11000,ISA:swim,0
flower,24,11000,ISA:fly,0
flower,24,11000,ISA:sing,0
flower,24,11000,ISA:bark,0
flower,24,11000,ISA:petals,0
flower,24,11000,ISA:wings,0
flower,24,11000,ISA:feathers,0
flower,24,11000,ISA:scales,0
flower,24,11000,ISA:gills,0
flower,24,11000,ISA:roots,0
flower,24,11000,ISA:skin,0
flower,24,11000,ISA:leaves,0
flower,24,11000,IS:living_thing,0
flower,24,11000,IS:plant,0
flower,24,11000,IS:animal,0
flower,24,11000,IS:tree,0
flower,24,11000,IS:flower,0
flower,24,11000,IS:bird,0
flower,24,11000,IS:fish,0
flower,24,11000,IS:pretty,1
flower,24,11000,IS:big,0
flower,24,11000,IS:living,1
flower,24,11000,IS:green,0
flower,24,11000,IS:red,0
flower,24,11000,IS:yellow,0
flower,24,11000,IS:tall,0
flower,24,11000,IS:grow,0
flower,24,11000,IS:move,0
flower,24,11000,IS:swim,0
flower,24,11000,IS:fly,0
flower,24,11000,IS:sing,0
flower,24,11000,IS:bark,0
flower,24,11000,IS:petals,0
flower,24,11000,IS:wings,0
flower,24,11000,IS:feathers,0
flower,24,11000,IS:scales,0
flower,24,11000,IS:gills,0
flower,24,11000,IS:roots,0
flower,24,11000,IS:skin,0
flower,24,11000,IS:leaves,0
flower,24,11000,CAN:living_thing,0
flower,24,11000,CAN:plant,0
flower,24,11000,CAN:animal,0
flower,24,11000,CAN:tree,0
flower,24,11000,CAN:flower,0
flower,24,11000,CAN:bird,0
flower,24,11000,CAN:fish,0
flower,24,11000,CAN:pretty,0
flower,24,11000,CAN:big,0
flower,24,11000,CAN:living,0
flower,24,11000,CAN:green,0
flower,24,11000,CAN:red,0
flower,24,11000,CAN:yellow,0
flower,24,11000,CAN:tall,0
flower,24,11000,CAN:grow,1
flower,24,11000,CAN:move,0
flower,24,11000,CAN:swim,0
flower,24,11000,CAN:fly,0
flower,24,11000,CAN:sing,0
flower,24,11000,CAN:bark,0
flower,24,11000,CAN:petals,0
flower,24,11000,CAN:wings,0
flower,24,11000,CAN:feathers,0
flower,24,11000,CAN:scales,0
flower,24,11000,CAN:gills,0
flower,24,11000,CAN:roots,0
flower,24,11000,CAN:skin,0
flower,24,11000,CAN:leaves,0
flower,24,11000,HAS:living_thing,0
flower,24,11000,HAS:plant,0
flower,24,11000,HAS:animal,0
flower,24,11000,HAS:tree,0
flower,24,11000,HAS:flower,0
flower,24,11000,HAS:bird,0
flower,24,11000,HAS:fish,0
flower,24,11000,HAS:pretty,0
flower,24,11000,HAS:big,0
flower,24,11000,HAS:living,0
flower,24,11000,HAS:green,0
flower,24,11000,HAS:red,0
flower,24,11000,HAS:yellow,0
flower,24,11000,HAS:tall,0
flower,24,11000,HAS:grow,0
flower,24,11000,HAS:move,0
flower,24,11000,HAS:swim,0
flower,24,11000,HAS:fly,0
flower,24,11000,HAS:sing,0
flower,24,11000,HAS:bark,0
flower,24,11000,HAS:petals,1
flower,24,11000,HAS:wings,0
flower,24,11000,HAS:feathers,0
flower,24,11000,HAS:scales,0
flower,24,11000,HAS:gills,0
flower,24,11000,HAS:roots,1
flower,24,11000,HAS:skin,0
flower,24,11000,HAS:leaves,1
bird,18,10010,ISA:living_thing,1
bird,18,10010,ISA:plant,0
bird,18,10010,ISA:animal,1
bird,18,10010,ISA:tree,0
bird,18,10010,ISA:flower,0
bird,18,10010,ISA:bird,1
bird,18,10010,ISA:fish,0
bird,18,10010,ISA:pretty,0
bird,18,10010,ISA:big,0
bird,18,10010,ISA:living,0
bird,18,10010,ISA:green,0
bird,18,10010,ISA:red,0
bird,18,10010,ISA:yellow,0
bird,18,10010,ISA:tall,0
bird,18,10010,ISA:grow,0
bird,18,10010,ISA:move,0
bird,18,10010,ISA:swim,0
bird,18,10010,ISA:fly,0
bird,18,10010,ISA:sing,0
bird,18,10010,ISA:bark,0
bird,18,10010,ISA:petals,0
bird,18,10010,ISA:wings,0
bird,18,10010,ISA:feathers,0
bird,18,10010,ISA:scales,0
bird,18,10010,ISA:gills,0
bird,18,10010,ISA:roots,0
bird,18,10010,ISA:skin,0
bird,18,10010,ISA:leaves,0
bird,18,10010,IS:living_thing,0
bird,18,10010,IS:plant,0
bird,18,10010,IS:animal,0
bird,18,10010,IS:tree,0
bird,18,10010,IS:flower,0
bird,18,10010,IS:bird,0
bird,18,10010,IS:fish,0
bird,18,10010,IS:pretty,0
bird,18,10010,IS:big,0
bird,18,10010,IS:living,1
bird,18,10010,IS:green,0
bird,18,10010,IS:red,0
bird,18,10010,IS:yellow,0
bird,18,10010,IS:tall,0
bird,18,10010,IS:grow,0
bird,18,10010,IS:move,0
bird,18,10010,IS:swim,0
bird,18,10010,IS:fly,0
bird,18,10010,IS:sing,0
bird,18,10010,IS:bark,0
bird,18,10010,IS:petals,0
bird,18,10010,IS:wings,0
bird,18,10010,IS:feathers,0
bird,18,10010,IS:scales,0
bird,18,10010,IS:gills,0
bird,18,10010,IS:roots,0
bird,18,10010,IS:skin,0
bird,18,10010,IS:leaves,0
bird,18,10010,CAN:living_thing,0
bird,18,10010,CAN:plant,0
bird,18,10010,CAN:animal,0
bird,18,10010,CAN:tree,0
bird,18,10010,CAN:flower,0
bird,18,10010,CAN:bird,0
bird,18,10010,CAN:fish,0
bird,18,10010,CAN:pretty,0
bird,18,10010,CAN:big,0
bird,18,10010,CAN:living,0
bird,18,10010,CAN:green,0
bird,18,10010,CAN:red,0
bird,18,10010,CAN:yellow,0
bird,18,10010,CAN:tall,0
bird,18,10010,CAN:grow,1
bird,18,10010,CAN:move,1
bird,18,10010,CAN:swim,0
bird,18,10010,CAN:fly,1
bird,18,10010,CAN:sing,0
bird,18,10010,CAN:bark,0
bird,18,10010,CAN:petals,0
bird,18,10010,CAN:wings,0
bird,18,10010,CAN:feathers,0
bird,18,10010,CAN:scales,0
bird,18,10010,CAN:gills,0
bird,18,10010,CAN:roots,0
bird,18,10010,CAN:skin,0
bird,18,10010,CAN:leaves,0
bird,18,10010,HAS:living_thing,0
bird,18,10010,HAS:plant,0
bird,18,10010,HAS:animal,0
bird,18,10010,HAS:tree,0
bird,18,10010,HAS:flower,0
bird,18,10010,HAS:bird,0
bird,18,10010,HAS:fish,0
bird,18,10010,HAS:pretty,0
bird,18,10010,HAS:big,0
bird,18,10010,HAS:living,0
bird,18,10010,HAS:green,0
bird,18,10010,HAS:red,0
bird,18,10010,HAS:yellow,0
bird,18,10010,HAS:tall,0
bird,18,10010,HAS:grow,0
bird,18,10010,HAS:move,0
bird,18,10010,HAS:swim,0
bird,18,10010,HAS:fly,0
bird,18,10010,HAS:sing,0
bird,18,10010,HAS:bark,0
bird,18,10010,HAS:petals,0
bird,18,10010,HAS:wings,1
bird,18,10010,HAS:feathers,1
bird,18,10010,HAS:scales,0
bird,18,10010,HAS:gills,0
bird,18,10010,HAS:roots,0
bird,18,10010,HAS:skin,1
bird,18,10010,HAS:leaves,0
fish,26,11010,ISA:living_thing,1
fish,26,11010,ISA:plant,0
fish,26,11010,ISA:animal,1
fish,26,11010,ISA:tree,0
fish,26,11010,ISA:flower,0
fish,26,11010,ISA:bird,0
fish,26,11010,ISA:fish,1
fish,26,11010,ISA:pretty,0
fish,26,11010,ISA:big,0
fish,26,11010,ISA:living,0
fish,26,11010,ISA:green,0
fish,26,11010,ISA:red,0
fish,26,11010,ISA:yellow,0
fish,26,11010,ISA:tall,0
fish,26,11010,ISA:grow,0
fish,26,11010,ISA:move,0
fish,26,11010,ISA:swim,0
fish,26,11010,ISA:fly,0
fish,26,11010,ISA:sing,0
fish,26,11010,ISA:bark,0
fish,26,11010,ISA:petals,0
fish,26,11010,ISA:wings,0
fish,26,11010,ISA:feathers,0
fish,26,11010,ISA:scales,0
fish,26,11010,ISA:gills,0
fish,26,11010,ISA:roots,0
fish,26,11010,ISA:skin,0
fish,26,11010,ISA:leaves,0
fish,26,11010,IS:living_thing,0
fish,26,11010,IS:plant,0
fish,26,11010,IS:animal,0
fish,26,11010,IS:tree,0
fish,26,11010,IS:flower,0
fish,26,11010,IS:bird,0
fish,26,11010,IS:fish,0
fish,26,11010,IS:pretty,0
fish,26,11010,IS:big,0
fish,26,11010,IS:living,1
fish,26,11010,IS:green,0
fish,26,11010,IS:red,0
fish,26,11010,IS:yellow,0
fish,26,11010,IS:tall,0
fish,26,11010,IS:grow,0
fish,26,11010,IS:move,0
fish,26,11010,IS:swim,0
fish,26,11010,IS:fly,0
fish,26,11010,IS:sing,0
fish,26,11010,IS:bark,0
fish,26,11010,IS:petals,0
fish,26,11010,IS:wings,0
fish,26,11010,IS:feathers,0
fish,26,11010,IS:scales,0
fish,26,11010,IS:gills,0
fish,26,11010,IS:roots,0
fish,26,11010,IS:skin,0
fish,26,11010,IS:leaves,0
fish,26,11010,CAN:living_thing,0
fish,26,11010,CAN:plant,0
fish,26,11010,CAN:animal,0
fish,26,11010,CAN:tree,0
fish,26,11010,CAN:flower,0
fish,26,11010,CAN:bird,0
fish,26,11010,CAN:fish,0
fish,26,11010,CAN:pretty,0
fish,26,11010,CAN:big,0
fish,26,11010,CAN:living,0
fish,26,11010,CAN:green,0
fish,26,11010,CAN:red,0
fish,26,11010,CAN:yellow,0
fish,26,11010,CAN:tall,0
fish,26,11010,CAN:grow,1
fish,26,11010,CAN:move,1
fish,26,11010,CAN:swim,1
fish,26,11010,CAN:fly,0
fish,26,11010,CAN:sing,0
fish,26,11010,CAN:bark,0
fish,26,11010,CAN:petals,0
fish,26,11010,CAN:wings,0
fish,26,11010,CAN:feathers,0
fish,26,11010,CAN:scales,0
fish,26,11010,CAN:gills,0
fish,26,11010,CAN:roots,0
fish,26,11010,CAN:skin,0
fish,26,11010,CAN:leaves,0
fish,26,11010,HAS:living_thing,0
fish,26,11010,HAS:plant,0
fish,26,11010,HAS:animal,0
fish,26,11010,HAS:tree,0
fish,26,11010,HAS:flower,0
fish,26,11010,HAS:bird,0
fish,26,11010,HAS:fish,0
fish,26,11010,HAS:pretty,0
fish,26,11010,HAS:big,0
fish,26,11010,HAS:living,0
fish,26,11010,HAS:green,0
fish,26,11010,HAS:red,0
fish,26,11010,HAS:yellow,0
fish,26,11010,HAS:tall,0
fish,26,11010,HAS:grow,0
fish,26,11010,HAS:move,0
fish,26,11010,HAS:swim,0
fish,26,11010,HAS:fly,0
fish,26,11010,HAS:sing,0
fish,26,11010,HAS:bark,0
fish,26,11010,HAS:petals,0
fish,26,11010,HAS:wings,0
fish,26,11010,HAS:feathers,0
fish,26,11010,HAS:scales,1
fish,26,11010,HAS:gills,1
fish,26,11010,HAS:roots,0
fish,26,11010,HAS:skin,1
fish,26,11010,HAS:leaves,0
pine,64,1000000,ISA:living_thing,1
pine,64,1000000,ISA:plant,1
pine,64,1000000,ISA:animal,0
pine,64,1000000,ISA:tree,1
pine,64,1000000,ISA:flower,0
pine,64,1000000,ISA:bird,0
pine,64,1000000,ISA:fish,0
pine,64,1000000,ISA:pretty,0
pine,64,1000000,ISA:big,0
pine,64,1000000,ISA:living,0
pine,64,1000000,ISA:green,0
pine,64,1000000,ISA:red,0
pine,64,1000000,ISA:yellow,0
pine,64,1000000,ISA:tall,0
pine,64,1000000,ISA:grow,0
pine,64,1000000,ISA:move,0
pine,64,1000000,ISA:swim,0
pine,64,1000000,ISA:fly,0
pine,64,1000000,ISA:sing,0
pine,64,1000000,ISA:bark,0
pine,64,1000000,ISA:petals,0
pine,64,1000000,ISA:wings,0
pine,64,1000000,ISA:feathers,0
pine,64,1000000,ISA:scales,0
pine,64,1000000,ISA:gills,0
pine,64,1000000,ISA:roots,0
pine,64,1000000,ISA:skin,0
pine,64,1000000,ISA:leaves,0
pine,64,1000000,IS:living_thing,0
pine,64,1000000,IS:plant,0
pine,64,1000000,IS:animal,0
pine,64,1000000,IS:tree,0
pine,64,1000000,IS:flower,0
pine,64,1000000,IS:bird,0
pine,64,1000000,IS:fish,0
pine,64,1000000,IS:pretty,0
pine,64,1000000,IS:big,1
pine,64,1000000,IS:living,1
pine,64,1000000,IS:green,1
pine,64,1000000,IS:red,0
pine,64,1000000,IS:yellow,0
pine,64,1000000,IS:tall,0
pine,64,1000000,IS:grow,0
pine,64,1000000,IS:move,0
pine,64,1000000,IS:swim,0
pine,64,1000000,IS:fly,0
pine,64,1000000,IS:sing,0
pine,64,1000000,IS:bark,0
pine,64,1000000,IS:petals,0
pine,64,1000000,IS:wings,0
pine,64,1000000,IS:feathers,0
pine,64,1000000,IS:scales,0
pine,64,1000000,IS:gills,0
pine,64,1000000,IS:roots,0
pine,64,1000000,IS:skin,0
pine,64,1000000,IS:leaves,0
pine,64,1000000,CAN:living_thing,0
pine,64,1000000,CAN:plant,0
pine,64,1000000,CAN:animal,0
